Emp ID,Name Prefix,First Name,,Last Name,Gender,E Mail,Father's Name,Mother's Name,,Date of Birth,Age in Yrs.,Date of Joining,Year of Joining,Age in Company (Years),Salary,Salary% Hike,Phone No. ,Place Name,County,City,State,User Name,Password
475176,Mr.,Harley,,Murphy,M,harley.murphy@yahoo.com,Clay Murphy,Phoebe Murphy,,2/23/1967,50.46,10/25/2008,2008,8.76,199411,15%,262-535-9860,Antigo,Langlade,Antigo,WI,htmurphy,U9_y1aY>8/T+?
873985,Ms.,Carrie,,Ramsey,F,carrie.ramsey@gmail.com,Lemuel Ramsey,Bette Ramsey,,2/20/1995,22.45,03-01-2017,2017,0.41,126933,29%,316-624-6536,Oketo,Marshall,Oketo,KS,ciramsey,V16H0jRvs~46Z
706151,Dr.,Esteban,,Finch,M,esteban.finch@walmart.com,Andre Finch,Deana Finch,,7/23/1978,39.04,05-02-2013,2013,4.24,84511,24%,209-464-5164,Fresno,Fresno,Fresno,CA,eifinch,RN7$$_&B
734991,Mr.,Merle,,Martin,M,merle.martin@gmail.com,Jess Martin,Aimee Martin,,7/23/1965,52.05,05-01-2016,2016,1.24,181338,16%,423-297-4006,White House,Robertson,White House,TN,mvmartin,Agf<f!!yW>a-Q~
461350,Ms.,Joanna,,Rodriquez,F,joanna.rodriquez@gmail.com,Lawrence Rodriquez,Pamela Rodriquez,,11-09-1963,53.75,10/28/1987,1987,29.77,172175,23%,205-687-4611,Cullman,Cullman,Cullman,AL,jcrodriquez,2?NR&La&KAg
454745,Prof.,Cyrus,,Gardner,M,cyrus.gardner@gmail.com,Mervin Gardner,Stacy Gardner,,5/13/1992,25.22,12/22/2013,2013,3.6,65708,3%,236-207-5102,Charles City,Charles City,Charles City,VA,cmgardner,vT6Im:~ZBA?jv
901588,Mrs.,Mariana,,Mcneil,F,mariana.mcneil@aol.com,Isidro Mcneil,Alana Mcneil,,3/25/1961,56.38,2/18/1984,1984,33.46,96974,22%,239-359-5958,Paisley,Lake,Paisley,FL,mnmcneil,NET8kqGxn{
891083,Dr.,Fletcher,,Hardin,M,fletcher.hardin@btinternet.com,Thurman Hardin,Annie Hardin,,5/24/1995,22.19,09-10-2016,2016,0.88,57579,27%,205-508-8287,Wilmer,Mobile,Wilmer,AL,fzhardin,F8/lL~!j+LqY
654747,Prof.,Edwin,,Brock,M,edwin.brock@gmail.com,Aubrey Brock,Brianna Brock,,08-05-1994,22.99,10/30/2015,2015,1.75,42553,19%,210-948-4620,Austin,Travis,Austin,TX,ezbrock,sX!fV$!?
778415,Ms.,Noreen,,Bray,F,noreen.bray@gmail.com,Angelo Bray,Beverley Bray,,11/23/1960,56.72,3/26/1988,1988,29.36,77269,3%,225-289-2180,Iota,Acadia,Iota,LA,ngbray,YeJh\aZ0QOA
996768,Mr.,Ollie,,Woods,M,ollie.woods@aol.com,Willis Woods,Andrea Woods,,1/26/1984,33.53,8/30/2014,2014,2.91,114205,3%,225-575-8670,Melrose,Natchitoches,Melrose,LA,oewoods,m]%F_VV>Doq
295864,Mr.,Cleveland,,Kirkland,M,cleveland.kirkland@gmail.com,Reid Kirkland,Sharron Kirkland,,4/22/1993,24.28,6/22/2016,2016,1.1,50146,22%,239-219-0554,Spring Hill,Hernando,Spring Hill,FL,cckirkland,jX&$y!+6UccY
924999,Mr.,Arron,,Olsen,M,arron.olsen@shaw.ca,Darwin Olsen,Penelope Olsen,,01-01-1978,39.6,7/28/2009,2009,8.01,132077,5%,216-272-3835,Cleveland,Cuyahoga,Cleveland,OH,anolsen,Y3fpivcq4o>
291663,Mr.,Elijah,,Garrison,M,elijah.garrison@gmail.com,Cory Garrison,Alisha Garrison,,01-01-1987,30.59,5/20/2014,2014,3.19,127017,18%,207-804-7339,Grand Lake Stream,Washington,Grand Lake Stream,ME,eagarrison,l*1T./eQH<o
818352,Ms.,Allie,,Landry,F,allie.landry@ntlworld.com,Steven Landry,Chris Landry,,01-07-1966,51.59,09-05-2006,2006,10.9,170000,18%,252-527-8497,Claremont,Catawba,Claremont,NC,ablandry,sZO7{\Gt<E;
636018,Mrs.,Janie,,Cooke,F,janie.cooke@gmail.com,Marshall Cooke,Carole Cooke,,05-12-1970,47.24,8/27/2012,2012,4.92,107644,19%,405-828-1625,Enid,Garfield,Enid,OK,jfcooke,8#vWTYTRY
712045,Hon.,Shelia,,Conrad,F,shelia.conrad@ibm.com,Royce Conrad,Gale Conrad,,8/15/1974,42.98,5/13/2001,2001,16.22,124937,21%,907-837-8699,Central,Yukon-Koyukuk (CA),Central,AK,svconrad,LG+B\$8Z
507999,Ms.,Aida,,Banks,F,aida.banks@yahoo.com,Margarito Banks,Lourdes Banks,,11/29/1991,25.68,9/23/2013,2013,3.85,172384,12%,236-512-2651,Lovingston,Nelson,Lovingston,VA,aebanks,RO#nKM1vdd0r
770255,Hon.,Lora,,Wheeler,F,lora.wheeler@gmail.com,Dwight Wheeler,Arlene Wheeler,,09-01-1977,39.93,10/31/2012,2012,4.74,162065,11%,239-457-3136,Fort Lauderdale,Broward,Fort Lauderdale,FL,liwheeler,Mo[{R-&rv8WXn
977573,Mr.,Fritz,,Gross,M,fritz.gross@ibm.com,Mathew Gross,Patrice Gross,,03-12-1977,40.41,2/29/2004,2004,13.42,106956,5%,803-557-4819,Charleston,Charleston,Charleston,SC,fkgross,KgeT:~xsa
206695,Mrs.,Natalie,,Ellison,F,natalie.ellison@bp.com,Wilmer Ellison,Ora Ellison,,07-06-1972,45.09,6/22/2008,2008,9.1,80478,22%,219-248-8159,South Bend,St. Joseph,South Bend,IN,nvellison,6J{TUCK_W\4j2c<
688327,Mr.,Eliseo,,Berry,M,eliseo.berry@apple.com,Romeo Berry,Lelia Berry,,2/28/1985,32.43,08-10-2011,2011,5.97,165331,25%,218-799-2685,Duluth,St. Louis,Duluth,MN,eaberry,Srx%6Qt3\c30#
903098,Prof.,Philip,,Mcbride,M,philip.mcbride@outlook.com,Theodore Mcbride,Elise Mcbride,,11/25/1987,29.69,5/26/2017,2017,0.17,164512,27%,319-230-2779,Pleasant Valley,Scott,Pleasant Valley,IA,ptmcbride,tub#GCCK?^CSJY.
557561,Mrs.,Kay,,Travis,F,kay.travis@yahoo.co.in,Sung Travis,Alyson Travis,,8/14/1967,49.99,8/20/1994,1994,22.95,195749,13%,480-454-5959,Sahuarita,Pima,Sahuarita,AZ,kltravis,6sU.SYRinY|Q?S~
864516,Ms.,Liliana,,Donovan,F,liliana.donovan@hotmail.com,Josef Donovan,Shawna Donovan,,9/18/1984,32.88,06-08-2007,2007,10.15,45702,27%,215-232-3660,Pittsburgh,Allegheny,Pittsburgh,PA,lcdonovan,w4r}piM*Z:Nu-gN
743727,Ms.,Elise,,Kidd,F,elise.kidd@hotmail.com,Numbers Kidd,Charlene Kidd,,2/24/1967,50.46,2/24/1989,1989,28.44,94854,22%,316-273-4511,Bern,Nemaha,Bern,KS,eikidd,C>sCg95.4f
205865,Ms.,Tabitha,,Baird,F,tabitha.baird@cox.net,Emanuel Baird,Katina Baird,,05-03-1961,56.27,01-01-2002,2002,15.58,140358,10%,210-239-0123,Terrell,Kaufman,Terrell,TX,tqbaird,thw&-Kwa1qR_
909024,Hon.,Barney,,Guerrero,M,barney.guerrero@gmail.com,Clifton Guerrero,Ilene Guerrero,,01-02-1974,43.6,9/24/2006,2006,10.85,54968,1%,308-689-3365,Dalton,Cheyenne,Dalton,NE,bsguerrero,g-PU.urG2!
808609,Mrs.,Myrtle,,Riggs,F,myrtle.riggs@shaw.ca,Kevin Riggs,Sadie Riggs,,10-10-1990,26.82,1/16/2017,2017,0.53,187768,12%,219-544-9146,Anderson,Madison,Anderson,IN,moriggs,V#?q-}vI+z
804895,Hon.,Frederick,,Mckay,M,frederick.mckay@gmail.com,Bud Mckay,Letha Mckay,,08-09-1987,29.99,04-09-2013,2013,4.3,69477,6%,205-269-7700,Edwardsville,Cleburne,Edwardsville,AL,fimckay,y^&u{{qq&/0
564246,Ms.,Debora,,Hinton,F,debora.hinton@hotmail.com,Jordan Hinton,Janice Hinton,,10-01-1994,22.84,9/20/2016,2016,0.85,174027,23%,215-998-0363,Cross Fork,Potter,Cross Fork,PA,dthinton,5<x#t>$fz
208230,Mr.,Merlin,,Meyers,M,merlin.meyers@gmail.com,Thanh Meyers,Louella Meyers,,11/14/1970,46.73,12/25/2009,2009,7.59,121345,8%,304-362-7855,Hambleton,Tucker,Hambleton,WV,mkmeyers,qRl_Py~!s->*8
232387,Drs.,Celia,,Huffman,F,celia.huffman@rediffmail.com,Ramiro Huffman,Georgina Huffman,,3/13/1995,22.39,04-08-2016,2016,1.3,166489,19%,304-761-1064,Apple Grove,Mason,Apple Grove,WV,cuhuffman,OS/>eXHaCO8rV
124923,Ms.,Tina,,Cabrera,F,tina.cabrera@gmail.com,Marvin Cabrera,Corina Cabrera,,03-12-1970,47.41,06-09-1999,1999,18.15,119758,6%,314-548-4323,Beulah,Phelps,Beulah,MO,tccabrera,d}&LOPS~FCYj
274518,Ms.,Kelsey,,Brown,F,kelsey.brown@gmail.com,Leslie Brown,Fannie Brown,,10-09-1985,31.82,11/29/2009,2009,7.67,103848,4%,212-549-1195,New York City,New York,New York City,NY,kjbrown,geNQ^W0xe*h9
288568,Mr.,Danny,,Shaw,M,danny.shaw@gmail.com,Freeman Shaw,Kimberley Shaw,,4/27/1972,45.28,8/14/1997,1997,19.97,129888,10%,215-993-2752,Warminster,Bucks,Warminster,PA,dushaw,n+}Bs4^7uO
802355,Mrs.,Dena,,Gomez,F,dena.gomez@aol.com,Bob Gomez,Rosie Gomez,,12/30/1968,48.61,05-12-1999,1999,18.22,146837,24%,216-287-8358,Cincinnati,Hamilton,Cincinnati,OH,dxgomez,xE7/UcQv
648744,Dr.,Edmund,,Blankenship,M,edmund.blankenship@yahoo.com,Bryce Blankenship,Roslyn Blankenship,,11-11-1965,51.75,3/22/2017,2017,0.35,40783,20%,209-494-8948,Pittsburg,Contra Costa,Pittsburg,CA,ebblankenship,i:K^t6+V{J~PjY
224106,Dr.,Hershel,,Cain,M,hershel.cain@walmart.com,Thad Cain,Lelia Cain,,03-08-1964,53.42,04-06-1986,1986,31.33,154559,30%,215-857-2813,Yeagertown,Mifflin,Yeagertown,PA,hycain,Su;Qyto\~7vSg&x
543320,Mrs.,Lawanda,,Whitehead,F,lawanda.whitehead@earthlink.net,Rob Whitehead,Millie Whitehead,,7/29/1973,44.03,02-11-2013,2013,4.46,96388,6%,270-931-3875,Garrard,Clay,Garrard,KY,lawhitehead,Kj>&]ok7/9MnPW;
838662,Ms.,Sophia,,Gregory,F,sophia.gregory@sbcglobal.net,Tommie Gregory,Jan Gregory,,02-11-1986,31.48,11-03-2012,2012,4.73,91439,6%,205-651-2474,Midland City,Dale,Midland City,AL,srgregory,f4jn.x\>0W
138130,Ms.,Lauren,,Mcgee,F,lauren.mcgee@gmail.com,Jayson Mcgee,Vonda Mcgee,,06-12-1977,40.15,4/25/2014,2014,3.26,74674,19%,225-917-8648,Reserve,St. John the Baptist,Reserve,LA,lqmcgee,uhB[No}C>}/
516579,Mr.,Guy,,Rutledge,M,guy.rutledge@hotmail.com,Nolan Rutledge,Dianne Rutledge,,6/28/1994,23.1,02-06-2016,2016,1.47,169802,27%,252-415-7913,Charlotte,Mecklenburg,Charlotte,NC,gqrutledge,v+{i:Uhk+e
939556,Mr.,Kurt,,Oconnor,M,kurt.oconnor@hotmail.co.uk,Wilfredo Oconnor,Robert Oconnor,,6/20/1970,47.14,03-12-2002,2002,15.39,59917,11%,302-848-9544,Ellendale,Sussex,Ellendale,DE,kvoconnor,vo>-uOu{y8#
495659,Mrs.,Mallory,,Pearson,F,mallory.pearson@aol.com,Matt Pearson,Glenda Pearson,,1/22/1970,47.55,1/17/1993,1993,24.54,53077,13%,219-806-7357,Fort Wayne,Allen,Fort Wayne,IN,mwpearson,PXp<w[Kf*
630030,Ms.,Louisa,,Nelson,F,louisa.nelson@aol.com,Adrian Nelson,Jeannette Nelson,,2/28/1979,38.44,9/30/2005,2005,11.83,193080,1%,210-952-2993,Big Bend National Park,Brewster,Big Bend National Park,TX,lknelson,h>xq<u<Sy?M?g
874431,Mr.,Diego,,Huffman,M,diego.huffman@hotmail.com,Cecil Huffman,Amie Huffman,,07-10-1961,56.09,03-03-1998,1998,19.42,164626,16%,262-737-1691,Catawba,Price,Catawba,WI,djhuffman,z6J}W]o|igz0S
809793,Ms.,Louisa,,Ellison,F,louisa.ellison@yahoo.co.uk,Gino Ellison,Chelsea Ellison,,12-05-1978,38.67,8/13/2004,2004,12.96,185330,30%,209-240-0581,Whittier,Los Angeles,Whittier,CA,luellison,sg?Nqx~SN
942454,Hon.,Josue,,Cross,M,josue.cross@shell.com,Mitchel Cross,Agnes Cross,,3/31/1986,31.35,3/26/2011,2011,6.35,187192,1%,319-631-9453,Coralville,Johnson,Coralville,IA,jvcross,u~LZCD]e~u?3
228229,Mrs.,Ines,,Dominguez,F,ines.dominguez@sbcglobal.net,Nathaniel Dominguez,Rosalyn Dominguez,,1/20/1975,42.55,1/27/2010,2010,7.5,59681,2%,239-958-4051,West Palm Beach,Palm Beach,West Palm Beach,FL,ihdominguez,jWnV%mJaa
375190,Mr.,Lance,,Garza,M,lance.garza@verizon.net,Pat Garza,Araceli Garza,,9/22/1979,37.87,8/18/2003,2003,13.95,117985,30%,228-765-1842,Lamar,Marshall,Lamar,MS,lygarza,F>Q<F>f2Og?n_-
532560,Ms.,Belinda,,Pace,F,belinda.pace@yahoo.com,Landon Pace,Irene Pace,,07-07-1976,41.08,07-11-2009,2009,8.05,105760,9%,252-731-0304,New Bern,Craven,New Bern,NC,bspace,v2f+e.o<
210135,Ms.,Gracie,,Herring,F,gracie.herring@shaw.ca,Reynaldo Herring,Milagros Herring,,8/20/1988,28.96,10/20/2013,2013,3.77,164379,11%,262-729-7707,Green Bay,Brown,Green Bay,WI,geherring,qMGJv37e
228355,Dr.,Benito,,Knapp,M,benito.knapp@aol.com,Vance Knapp,Alma Knapp,,7/15/1979,38.06,2/16/2004,2004,13.45,152692,20%,262-320-6394,Grand View,Bayfield,Grand View,WI,baknapp,qT1jamP2Nfj*gw
965308,Mrs.,Lucinda,,Mcgowan,F,lucinda.mcgowan@gmail.com,Joseph Mcgowan,Brittany Mcgowan,,11/15/1983,33.72,7/15/2017,2017,0.04,125241,0%,270-665-8559,Bedford,Trimble,Bedford,KY,lqmcgowan,5ET:_Bl?[o##m
768500,Ms.,Jami,,Golden,F,jami.golden@gmail.com,Antonio Golden,Mabel Golden,,11/21/1960,56.72,1/21/1985,1985,32.54,65123,9%,304-867-4534,Glenhayes,Wayne,Glenhayes,WV,jggolden,Cu!SGyXDco
816768,Dr.,David,,Gutierrez,M,david.gutierrez@gmail.com,Monte Gutierrez,Stefanie Gutierrez,,2/19/1995,22.45,01-04-2017,2017,0.56,62888,15%,210-529-3564,Wells,Cherokee,Wells,TX,dbgutierrez,2N\t$raNo<@0
909541,Mr.,Clement,,Myers,M,clement.myers@earthlink.net,Alfonzo Myers,Katina Myers,,11/26/1958,58.71,6/20/1983,1983,34.13,47356,6%,201-948-7092,Marmora,Cape May,Marmora,NJ,cbmyers,y|MmZ&n/3RY}
529604,Mr.,Shane,,Porter,M,shane.porter@hotmail.co.uk,Shelby Porter,Christine Porter,,06-07-1982,35.16,04-08-2014,2014,3.31,110662,25%,219-628-4542,Leo,Allen,Leo,IN,ssporter,B&!a;7&$Ez<pR*
140932,Mr.,Clint,,Gross,M,clint.gross@microsoft.com,Delbert Gross,Laurie Gross,,4/20/1969,48.3,5/21/2000,2000,17.2,180618,17%,206-920-1593,Northport,Stevens,Northport,WA,cugross,IXe<^9W*$pyMPa|
725731,Mrs.,Ofelia,,Pickett,F,ofelia.pickett@hotmail.com,Harold Pickett,Luella Pickett,,2/27/1990,27.43,5/25/2013,2013,4.18,181131,21%,225-584-0970,Sugartown,Beauregard,Sugartown,LA,okpickett,K&!gD73Q
214985,Mrs.,Karina,,Green,F,karina.green@yahoo.ca,Roosevelt Green,Patty Green,,10-03-1967,49.85,01-12-2006,2006,11.55,98449,22%,314-676-5716,Osborn,DeKalb,Osborn,MO,klgreen,6arNAH{Y[x{^p
405156,Mr.,Sam,,Burris,M,sam.burris@cox.net,Dudley Burris,Pearl Burris,,2/16/1960,57.48,11-10-1986,1986,30.73,59921,3%,225-370-4982,Mira,Mira,Mira,LA,soburris,C|2Y9x-MuS_Nz
249736,Hon.,Lina,,Shannon,F,lina.shannon@bp.com,Claudio Shannon,Violet Shannon,,2/17/1981,36.47,4/14/2010,2010,7.29,65222,14%,503-789-2300,Kent,Sherman,Kent,OR,lpshannon,Z.QmIH<DX;
526273,Mr.,Myles,,Coleman,M,myles.coleman@gmail.com,Van Coleman,Ester Coleman,,02-03-1983,34.5,01-07-2011,2011,6.56,90170,0%,215-472-6369,Irwin,Westmoreland,Irwin,PA,mmcoleman,Myz|7UT1e%f3AD
654723,Mr.,Clay,,Freeman,M,clay.freeman@gmail.com,Benjamin Freeman,Sandy Freeman,,08-09-1973,44,04-12-2011,2011,6.3,122778,29%,216-365-4336,Edgerton,Williams,Edgerton,OH,cefreeman,YGUcyuLhm>FQ
672964,Mrs.,Catalina,,Guthrie,F,catalina.guthrie@aol.com,Alexis Guthrie,Evangelina Guthrie,,5/13/1975,42.24,1/23/2000,2000,17.52,132600,3%,262-632-7576,Wales,Waukesha,Wales,WI,csguthrie,fP5$QSo8U+L3
240799,Ms.,Nannie,,Moon,F,nannie.moon@gmail.com,Dino Moon,Aurora Moon,,5/19/1976,41.22,7/24/2009,2009,8.02,90196,15%,208-295-9974,Mountain Home,Elmore,Mountain Home,ID,nemoon,n*m;Q!v.yN/F42
169618,Dr.,Donovan,,Serrano,M,donovan.serrano@btinternet.com,Millard Serrano,Jodi Serrano,,10/16/1988,28.8,5/15/2013,2013,4.21,126226,0%,339-398-8707,South Dartmouth,Bristol,South Dartmouth,MA,dtserrano,GRBA}nHv/q_d%S{
430633,Drs.,Sondra,,Reyes,F,sondra.reyes@yahoo.co.uk,Byron Reyes,Lily Reyes,,4/18/1993,24.29,07-06-2016,2016,1.06,41680,0%,316-699-7521,Harveyville,Wabaunsee,Harveyville,KS,srreyes,47$lqRZ.{>*r{4h
116286,Hon.,Terrance,,Duke,M,terrance.duke@microsoft.com,Phillip Duke,Barbara Duke,,11-02-1984,32.76,6/22/2013,2013,4.1,174683,6%,262-780-2520,Junction City,Portage,Junction City,WI,tnduke,cO+aD@V!
486573,Mrs.,Colleen,,Rodriguez,F,colleen.rodriguez@cox.net,Abraham Rodriguez,Dolores Rodriguez,,2/13/1994,23.47,4/28/2015,2015,2.25,127580,28%,701-285-0439,Pingree,Stutsman,Pingree,ND,czrodriguez,9W+ZO$+v<}T1T5
371751,Prof.,Thad,,Luna,M,thad.luna@gmail.com,Buddy Luna,John Luna,,2/22/1969,48.46,04-02-2007,2007,10.33,43176,28%,217-290-9429,Tinley Park,Tinley Park,Tinley Park,IL,txluna,s?a\FYasm_
783654,Mr.,Terence,,Clay,M,terence.clay@outlook.com,Darrel Clay,Rebecca Clay,,7/24/1995,22.03,11/30/2016,2016,0.66,83525,30%,206-289-2344,Tacoma,Pierce,Tacoma,WA,tpclay,IJR5V*XmxE
845635,Ms.,Bettie,,Holman,F,bettie.holman@hotmail.co.uk,Shirley Holman,Tricia Holman,,12/24/1979,37.62,05-12-2013,2013,4.21,71063,15%,217-804-2508,Peoria,Peoria,Peoria,IL,bqholman,maWuXrH#N86^ri<
266624,Mr.,Boyd,,Greer,M,boyd.greer@yahoo.co.in,Sammie Greer,Alta Greer,,1/30/1996,21.51,4/13/2017,2017,0.29,92696,22%,228-432-2011,Neely,Greene,Neely,MS,bggreer,401RX;OPxm!Y
682855,Mr.,Corey,,Edwards,M,corey.edwards@gmail.com,Jed Edwards,Belinda Edwards,,6/19/1969,48.14,11/18/1990,1990,26.71,105054,28%,216-702-2482,Patriot,Gallia,Patriot,OH,cjedwards,7zd+X33Qh?wSX
229899,Hon.,Violet,,Lindsay,F,violet.lindsay@charter.net,Albert Lindsay,Felecia Lindsay,,6/25/1959,58.13,5/19/2013,2013,4.19,66212,4%,215-568-8372,Tionesta,Forest,Tionesta,PA,vtlindsay,SFWZ]C9u~7?<[-
701561,Mrs.,Camille,,Mullins,F,camille.mullins@yahoo.com,Giovanni Mullins,Eleanor Mullins,,06-03-1967,50.19,07-12-2001,2001,16.05,138040,25%,209-722-2736,Sun City,Riverside,Sun City,CA,cdmullins,x5u-!{Lew5@hmyF
114862,Mrs.,Nicole,,Rodriquez,F,nicole.rodriquez@gmail.com,Bud Rodriquez,Marisol Rodriquez,,02-01-1964,53.52,1/15/2002,2002,15.54,46648,20%,316-533-5513,Garland,Bourbon,Garland,KS,nfrodriquez,Q|Vt{U?-?9
445650,Mr.,Joan,,Bauer,M,joan.bauer@yahoo.com,Monte Bauer,Jocelyn Bauer,,1/28/1982,35.52,08-12-2013,2013,3.96,138548,22%,803-643-2327,Columbia,Richland,Columbia,SC,jnbauer,t!?hxUQ<a--v:
574544,Mr.,Kennith,,Marquez,M,kennith.marquez@aol.com,Ezra Marquez,Eileen Marquez,,12-09-1971,45.67,08-01-1994,1994,23.01,159674,2%,236-976-7820,Appomattox,Appomattox,Appomattox,VA,klmarquez,7Ri7.TH^z
990758,Ms.,Mae,,Hurst,F,mae.hurst@gmail.com,Gonzalo Hurst,Julianne Hurst,,07-08-1988,29.07,2/19/2010,2010,7.44,115818,29%,215-708-1606,Scotland,Franklin,Scotland,PA,mphurst,9x%;2f40zOOF1{
833424,Dr.,Denver,,Mann,M,denver.mann@exxonmobil.com,Tracy Mann,Jordan Mann,,07-08-1958,59.1,12/22/1987,1987,29.62,178822,21%,236-242-0935,Shortt Gap,Buchanan,Shortt Gap,VA,dimann,Bqk|_Cvr4c9IV
864834,Mr.,Milford,,Dickerson,M,milford.dickerson@gmail.com,Antonio Dickerson,Marylou Dickerson,,10/26/1965,51.79,12-03-1999,1999,17.66,65505,16%,208-338-5685,Garden Valley,Boise,Garden Valley,ID,mydickerson,rDg?$7aw:
703495,Ms.,Marva,,Phelps,F,marva.phelps@hotmail.com,Abraham Phelps,Julie Phelps,,04-03-1974,43.35,10-05-2015,2015,1.81,88373,7%,217-648-8520,Hoffman Estates,Cook,Hoffman Estates,IL,mbphelps,E4CawER}oD
222179,Mrs.,Betsy,,Dillon,F,betsy.dillon@msn.com,Tristan Dillon,Misty Dillon,,12-04-1982,34.67,07-11-2014,2014,3.05,121009,1%,229-371-7539,Roswell,Fulton,Roswell,GA,bpdillon,t//pdx@R>/\1&
951011,Ms.,Celeste,,Ramirez,F,celeste.ramirez@aol.com,Clay Ramirez,Kathleen Ramirez,,11/30/1981,35.68,2/22/2015,2015,2.43,189382,20%,339-240-1441,Andover,Essex,Andover,MA,cdramirez,H6Q<s~PGz1Z
187639,Mrs.,Tonya,,Burke,F,tonya.burke@aol.com,Terrance Burke,Selena Burke,,6/13/1982,35.15,08-04-2015,2015,1.98,155427,25%,308-625-7172,Ravenna,Buffalo,Ravenna,NE,tdburke,3[{aH<j-i*
375051,Ms.,Deana,,Spencer,F,deana.spencer@hotmail.com,Bart Spencer,Marcella Spencer,,7/30/1976,41.02,10-09-2000,2000,16.81,133805,23%,505-769-0092,Carlsbad,Eddy,Carlsbad,NM,dpspencer,zyCDxA7t
509810,Ms.,Susanne,,Joseph,F,susanne.joseph@gmail.com,Bud Joseph,Ines Joseph,,12/25/1963,53.63,7/28/1985,1985,32.02,199131,12%,219-743-6620,Ladoga,Montgomery,Ladoga,IN,smjoseph,gDB@-|6x
625661,Mr.,Cole,,Spencer,M,cole.spencer@yahoo.com,Emil Spencer,Flossie Spencer,,6/17/1959,58.15,4/25/2003,2003,14.27,151776,5%,215-232-9400,Harrisburg,Dauphin,Harrisburg,PA,caspencer,JEc3;Cas
662168,Prof.,Marlon,,Whitaker,M,marlon.whitaker@aol.com,Lee Whitaker,Donna Whitaker,,04-10-1982,35.32,4/19/2008,2008,9.28,197971,0%,217-843-4951,Dallas City,Hancock,Dallas City,IL,mewhitaker,Fyp>igKRmcWyH#
678244,Mrs.,Trudy,,Frazier,F,trudy.frazier@rediffmail.com,Stephen Frazier,Winnie Frazier,,06-05-1960,57.18,04-02-2007,2007,10.33,96992,12%,218-634-3825,Currie,Murray,Currie,MN,tzfrazier,cCO#_0sdRO|
864339,Mrs.,Tania,,May,F,tania.may@hotmail.com,Zane May,Trudy May,,04-03-1960,57.36,1/16/1985,1985,32.55,77106,7%,239-374-3264,Lehigh Acres,Lee,Lehigh Acres,FL,tgmay,o9r#b630i3BixF*
436424,Mr.,Leonel,,Guerrero,M,leonel.guerrero@exxonmobil.com,Clayton Guerrero,Catalina Guerrero,,05-05-1992,25.25,07-06-2014,2014,3.06,135232,20%,239-927-2354,Zephyrhills,Pasco,Zephyrhills,FL,lgguerrero,l^4Hd7GiP
606834,Drs.,Nadia,,Stokes,F,nadia.stokes@gmail.com,Devin Stokes,Elaine Stokes,,7/20/1979,38.05,10-03-2005,2005,11.82,155452,24%,228-757-9686,Tiplersville,Tippah,Tiplersville,MS,nzstokes,p\7h4H>%Z[4%R&H
268942,Mr.,Cody,,Dillard,M,cody.dillard@gmail.com,Bud Dillard,Stacy Dillard,,2/21/1976,41.46,05-09-2001,2001,16.23,60994,25%,231-865-3509,Bloomfield Hills,Oakland,Bloomfield Hills,MI,ccdillard,ju+ncKnI?-2
484822,Ms.,Megan,,Fry,F,megan.fry@gmail.com,Fidel Fry,Eleanor Fry,,1/19/1996,21.54,5/23/2017,2017,0.18,75765,4%,225-343-4382,Bunkie,Avoyelles,Bunkie,LA,mtfry,dJMzI@IE0qHm
397241,Ms.,Darla,,Durham,F,darla.durham@microsoft.com,Clayton Durham,Cherry Durham,,6/26/1987,30.11,11/26/2012,2012,4.67,187262,25%,231-256-0340,Flushing,Genesee,Flushing,MI,dsdurham,Ea-HhOd1$
924252,Hon.,Cecile,,Ross,F,cecile.ross@bp.com,Chase Ross,Amanda Ross,,01-04-1994,23.58,10/22/2016,2016,0.76,55341,0%,209-356-4542,Freedom,Santa Cruz,Freedom,CA,ciross,QB;}Xr~gbdhYF7
717079,Hon.,Helene,,Franco,F,helene.franco@shell.com,Bernie Franco,Marina Franco,,6/25/1967,50.13,01-07-2002,2002,15.56,73397,3%,316-308-5431,Manhattan,Riley,Manhattan,KS,hkfranco,5MF>8TpVFy:
494794,Mr.,Vernon,,Buchanan,M,vernon.buchanan@gmail.com,Scott Buchanan,Eileen Buchanan,,12/17/1993,23.63,05-10-2015,2015,2.22,142346,9%,405-450-9390,Meers,Comanche,Meers,OK,vcbuchanan,hr$Rdkq?Pf-t6C;
970841,Hon.,Marva,,Santiago,F,marva.santiago@gmail.com,Lazaro Santiago,Rosalyn Santiago,,10/27/1988,28.77,08-06-2012,2012,4.98,196155,9%,210-779-5897,Bellaire,Harris,Bellaire,TX,mcsantiago,Q@n?URO9VVJ_
281794,Mrs.,Yvette,,Bentley,F,yvette.bentley@hotmail.com,Jefferson Bentley,Charity Bentley,,5/30/1992,25.18,11/30/2015,2015,1.66,82765,28%,319-754-5182,Highlandville,Winneshiek,Highlandville,IA,yxbentley,cH<lWWLf
520539,Hon.,Derick,,Daugherty,M,derick.daugherty@hotmail.com,Mervin Daugherty,Nettie Daugherty,,12/31/1985,31.59,3/24/2007,2007,10.35,188821,19%,216-232-8382,Cincinnati,Hamilton,Cincinnati,OH,drdaugherty,j8HU.;8ZbkVt
